"CAN-EAT","CAP_SHAPE","CAP_SURFACE","CAP_COLOR","BRUISES","ODOR","GILL_ATTACHMENT","GILL_SPACING","GILL_SIZE","GILL_COLOR","STALK_SHAPE","STALK_ROOT","STALK_SURFACE_ABOVE_RING","STALK_SURFACE_BELOW_RING","STALK_COLOR_ABOVE_RING","STALK_COLOR_BELOW_RING","VEIL_TYPE","VEIL_COLOR","RING_NUMBER","RING_TYPE","SPORE_PRINT_COLOR","POPULATION","HABITAT"
"EDIBLE","FLAT","SCALY","GRAY","BRUISES","NONE","FREE","CLOSE","BROAD","BROWN","TAPERING","BULBOUS","SMOOTH","SMOOTH","GRAY","GRAY","PARTIAL","WHITE","ONE","PENDANT","BLACK","SOLITARY","WOODS"
"EDIBLE","FLAT","SCALY","RED","BRUISES","NONE","FREE","CLOSE","BROAD","PINK","TAPERING","BULBOUS","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","PENDANT","BROWN","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","RED","BRUISES","NONE","FREE","CLOSE","BROAD","PURPLE","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","RED","BRUISES","NONE","FREE","CLOSE","BROAD","BROWN","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","GRAY","PARTIAL","WHITE","ONE","PENDANT","BLACK","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SOLITARY","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","PINK","PARTIAL","WHITE","ONE","PENDANT","BLACK","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","SMOOTH","SMOOTH","PINK","GRAY","PARTIAL","WHITE","ONE","PENDANT","BROWN","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","SMOOTH","SMOOTH","GRAY","GRAY","PARTIAL","WHITE","ONE","PENDANT","BROWN","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","PINK","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SOLITARY","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","BROWN","TAPERING","BULBOUS","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","PENDANT","BROWN","SOLITARY","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","BROWN","TAPERING","BULBOUS","SMOOTH","SMOOTH","PINK","GRAY","PARTIAL","WHITE","ONE","PENDANT","BLACK","SEVERAL","WOODS"
"EDIBLE","FLAT","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","BROWN","TAPERING","BULBOUS","SMOOTH","SMOOTH","GRAY","PINK","PARTIAL","WHITE","ONE","PENDANT","BROWN","SOLITARY","WOODS"
"POISONOUS","CONVEX","SMOOTH","WHITE","NO","CREOSOTE","FREE","CROWDED","NARROW","GRAY","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","SMOOTH","PINK","NO","CREOSOTE","FREE","CROWDED","NARROW","GRAY","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","SMOOTH","PINK","NO","CREOSOTE","FREE","CROWDED","NARROW","PINK","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SEVERAL","WOODS"
"POISONOUS","CONVEX","SMOOTH","GRAY","NO","CREOSOTE","FREE","CROWDED","NARROW","GRAY","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","SMOOTH","GRAY","NO","CREOSOTE","FREE","CROWDED","NARROW","PINK","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SCATTERED","WOODS"
"POISONOUS","CONVEX","SMOOTH","GRAY","NO","CREOSOTE","FREE","CROWDED","NARROW","PURPLE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","FIBROUS","WHITE","NO","CREOSOTE","FREE","CLOSE","NARROW","PURPLE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","FIBROUS","WHITE","NO","CREOSOTE","FREE","CLOSE","NARROW","PURPLE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SEVERAL","WOODS"
"POISONOUS","CONVEX","FIBROUS","PINK","NO","CREOSOTE","FREE","CLOSE","NARROW","PURPLE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BROWN","SCATTERED","WOODS"
"POISONOUS","CONVEX","FIBROUS","PINK","NO","CREOSOTE","FREE","CLOSE","NARROW","BROWN","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","BLACK","SCATTERED","WOODS"
"POISONOUS","CONVEX","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","CONVEX","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","CONVEX","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","PATHS"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","PINK","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","GRASSES"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","PINK","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","GRASSES"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","CONVEX","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","GRASSES"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","CONVEX","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","CONVEX","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","FLAT","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","FLAT","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","PATHS"
"POISONOUS","FLAT","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","GRASSES"
"POISONOUS","FLAT","FIBROUS","GRAY","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","FLAT","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","FLAT","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","FIBROUS","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","PINK","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","PINK","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","PINK","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","GRASSES"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","FLAT","SCALY","GRAY","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BUFF","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","WOODS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","PINK","ENLARGING","BULBOUS","SILKY","SILKY","BROWN","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SOLITARY","PATHS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","PINK","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","YELLOW","NO","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","ENLARGING","BULBOUS","SILKY","SILKY","BUFF","BROWN","PARTIAL","WHITE","ONE","LARGE","CHOCOLATE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SMOOTH","GRAY","BRUISES","FOUL","FREE","CLOSE","BROAD","CHOCOLATE","TAPERING","BULBOUS","SMOOTH","FIBROUS","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SCATTERED","URBAN"
"POISONOUS","CONVEX","SMOOTH","BUFF","BRUISES","FOUL","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SCATTERED","URBAN"
"POISONOUS","CONVEX","SMOOTH","BUFF","BRUISES","FOUL","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","FIBROUS","FIBROUS","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SEVERAL","GRASSES"
"POISONOUS","FLAT","SMOOTH","WHITE","BRUISES","FOUL","FREE","CLOSE","BROAD","PINK","TAPERING","BULBOUS","FIBROUS","FIBROUS","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SEVERAL","URBAN"
"POISONOUS","FLAT","SMOOTH","GRAY","BRUISES","FOUL","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","FIBROUS","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SEVERAL","URBAN"
"POISONOUS","FLAT","SMOOTH","GRAY","BRUISES","FOUL","FREE","CLOSE","BROAD","WHITE","TAPERING","BULBOUS","FIBROUS","FIBROUS","WHITE","WHITE","PARTIAL","WHITE","ONE","PENDANT","CHOCOLATE","SEVERAL","URBAN"
"POISONOUS","BELL","SMOOTH","BUFF","BRUISES","NONE","FREE","CLOSE","BROAD","GREEN","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","GREEN","SEVERAL","GRASSES"
"POISONOUS","FLAT","SMOOTH","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","GREEN","SEVERAL","MEADOWS"
"POISONOUS","FLAT","SMOOTH","BUFF","BRUISES","NONE","FREE","CLOSE","BROAD","GRAY","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","GREEN","SEVERAL","MEADOWS"
"POISONOUS","FLAT","SCALY","WHITE","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","PENDANT","GREEN","SEVERAL","MEADOWS"
"EDIBLE","FLAT","FIBROUS","CINNAMON","NO","NONE","FREE","CROWDED","NARROW","WHITE","ENLARGING","BULBOUS","SMOOTH","FIBROUS","WHITE","BROWN","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"EDIBLE","FLAT","SCALY","BROWN","NO","NONE","FREE","CROWDED","NARROW","WHITE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","BROWN","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"EDIBLE","KNOBBED","FIBROUS","BROWN","NO","NONE","FREE","CROWDED","NARROW","WHITE","ENLARGING","BULBOUS","SMOOTH","SMOOTH","WHITE","BROWN","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"EDIBLE","CONVEX","SMOOTH","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","RED","ENLARGING","?","SMOOTH","SMOOTH","RED","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","CONVEX","SMOOTH","BUFF","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","FLAT","SMOOTH","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","RED","ENLARGING","?","SMOOTH","SMOOTH","RED","RED","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","FLAT","SCALY","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","FLAT","SCALY","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","RED","ENLARGING","?","SMOOTH","SMOOTH","RED","RED","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","KNOBBED","SMOOTH","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","RED","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","KNOBBED","SCALY","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","KNOBBED","SCALY","PINK","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","RED","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","KNOBBED","SCALY","RED","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","RED","RED","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"EDIBLE","KNOBBED","SCALY","BROWN","BRUISES","NONE","FREE","CLOSE","BROAD","WHITE","ENLARGING","?","SMOOTH","SMOOTH","RED","WHITE","PARTIAL","WHITE","TWO","EVANESCENT","WHITE","CLUSTERED","WASTE"
"POISONOUS","CONVEX","SCALY","YELLOW","NO","NONE","FREE","CLOSE","NARROW","WHITE","ENLARGING","?","SILKY","SCALY","WHITE","YELLOW","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","KNOBBED","FIBROUS","BROWN","NO","NONE","FREE","CLOSE","NARROW","WHITE","ENLARGING","?","SILKY","SCALY","WHITE","YELLOW","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SMOOTH","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SMOOTH","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SMOOTH","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SMOOTH","BROWN","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","CONVEX","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","CONVEX","SCALY","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","CONVEX","SCALY","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SCALY","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","CONVEX","SCALY","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","CONVEX","SCALY","BROWN","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SMOOTH","RED","NO","FISHY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SILKY","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
"POISONOUS","FLAT","SMOOTH","RED","NO","SPICY","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SMOOTH","SILKY","WHITE","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","WOODS"
"POISONOUS","FLAT","SMOOTH","BROWN","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","PINK","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","PATHS"
"POISONOUS","FLAT","SCALY","RED","NO","FOUL","FREE","CLOSE","NARROW","BUFF","TAPERING","?","SILKY","SMOOTH","PINK","WHITE","PARTIAL","WHITE","ONE","EVANESCENT","WHITE","SEVERAL","LEAVES"
